event_id,title,date,start_time,end_time,venue,venue_address,performers,description,url,flyer_url
2294186,"Public Service Holiday Reunion: Deon Jamar, Meftah, Mickey Perez, Toribio",2025-12-21T00:00:00.000,2025-12-21T15:00:00.000,2025-12-21T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Deon Jamar, Meftah, Mickey Perez, Toribio",,https://ra.co/events/2294186,
2294199,Residency Night: JADALAREIGN invites Traxx,2025-12-20T00:00:00.000,2025-12-20T22:00:00.000,2025-12-21T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JADALAREIGN, Traxx",Traxx is a DJ who doesn’t disappoint. Catch his boundary-pushing sound and impressive technical prowess at JADALAREIGN's residency night.,https://ra.co/events/2294199,
2294196,Residency Night: DJ Python invites Laurel Halo & Physical Therapy,2025-12-19T00:00:00.000,2025-12-19T22:00:00.000,2025-12-20T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Laurel Halo, DJ Python, Physical Therapy",,https://ra.co/events/2294196,
2294184,"Body Hack: ASL Princess, Dee Diggs b2b Kilopatrah Jones, Zaida Zane, Rosalíe + more",2025-12-18T00:00:00.000,2025-12-18T20:00:00.000,2025-12-19T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","ARCHANGEL (US), ASL Princess, Cisne, Dee Diggs, Kilopatrah Jones, Zaida Zane","A live performance, a special b2b from New York house music stars plus high-octane sets all around—what's not to like about this lineup? All proceeds will support Black trans communities. ",https://ra.co/events/2294184,
2294183,Four Tet All Night / Sold Out / No Tickets At The Door,2025-12-17T00:00:00.000,2025-12-17T20:00:00.000,2025-12-18T02:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Four Tet,,https://ra.co/events/2294183,
2294211,"Nonstop: 2Lanes, Ayesha, Bambounou, Cora, Josh Caffé, Kim Ann Foxman, Maara, Mor Elian, SAM-E",2025-12-13T00:00:00.000,2025-12-13T22:00:00.000,2025-12-14T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","2Lanes, Mor Elian, Ayesha, Bambounou, Josh Caffé, Kim Ann Foxman, Cora (CN), Maara",,https://ra.co/events/2294211,
2294192,"Residency Night: MORENXXX invites DILUVIA, Mac Declos & Robert Armani",2025-12-12T00:00:00.000,2025-12-12T22:00:00.000,2025-12-13T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","MORENXXX, DILUVIA, Mac Declos, Robert Armani",,https://ra.co/events/2294192,
2294180,"Honey Trap: Amelia Holt, Budino, Ron Like Hell, Second Contact b2b 98dots",2025-12-11T00:00:00.000,2025-12-11T20:00:00.000,2025-12-12T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Amelia Holt, Budino, Ron Like Hell, Second Contact, 98dots",,https://ra.co/events/2294180,
2294175,Intro to Ableton Lab: How To Make Your Own Edits and Mashups,2025-12-10T00:00:00.000,2025-12-10T19:00:00.000,2025-12-10T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JP Solis, The New York Record Club for The Advancement of The Arts",,https://ra.co/events/2294175,
2294209,"8th Anniversary Nonstop: DjRUM, Eamon Harkin, Loidis, mad miran, Vladimir Ivkovic + more",2025-12-06T00:00:00.000,2025-12-06T22:00:00.000,2025-12-07T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Downloadable Content, Eamon Harkin, Miss Parker, Battygyal, DjRUM, mad miran, Loidis, Vladimir Ivkovic","DjRUM, Loidis, Miss Parker and more throw Ridgewood darling Nowadays a 24-hour birthday party to end all others. Here's to the next eight years. ",https://ra.co/events/2294209,
2294190,"Label Night: TIMEDANCE with Batu, Darwin, i-sha",2025-12-05T00:00:00.000,2025-12-05T22:00:00.000,2025-12-06T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Batu, Darwin, i-sha",,https://ra.co/events/2294190,
2294171,Nowadays 8th Anniversary Staff Takeover,2025-12-04T00:00:00.000,2025-12-04T21:00:00.000,2025-12-05T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Alissa Brianna, Mz3 (1), DILUVIA, Solofan, Tiny T-Bone, Love Letters, PUFF, Matas, Sevyn Love, Rage.inald, Raw Unkut",The Nowadays staff takeover features a stacked lineup of back-to-backs from the stellar DJs that run this legendary club. This is always one of the best nights of the year.,https://ra.co/events/2294171,
2272866,Lauren Flax All Night,2025-11-29T00:00:00.000,2025-11-29T22:00:00.000,2025-11-30T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Lauren Flax,"From acid to electro to techno, Lauren Flax's ability to seamlessly traverse genres creates truly standout sets. Don’t miss this stalwart going all night at Nowadays.",https://ra.co/events/2272866,
2266788,Theo Parrish All Night,2025-11-28T00:00:00.000,2025-11-28T22:00:00.000,2025-11-29T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Theo Parrish,,https://ra.co/events/2266788,
2272865,Juana All Night,2025-11-26T00:00:00.000,2025-11-26T22:00:00.000,2025-11-27T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Juana,"Rooted in techno, Chicago acid and deep house—fine tuned in the DC underground—come see why Juana is in a class of her own. ",https://ra.co/events/2272865,
2266812,"Nonstop: Fish56Octagon, Jossy Mitsu, SCRAAAATCH, x3butterfly, Yushh, Zenker Brothers + more",2025-11-22T00:00:00.000,2025-11-22T22:00:00.000,2025-11-23T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","SCRAAATCH, Yushh, Jossy Mitsu, x3butterfly, Zenker Brothers, Eva Loveless, Fish56Octagon",,https://ra.co/events/2266812,
2266787,OK Williams All Night,2025-11-21T00:00:00.000,2025-11-21T22:00:00.000,2025-11-22T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",OK Williams,,https://ra.co/events/2266787,
2266819,Body Hack presents: The Queer+Art Annual Party,2025-11-20T00:00:00.000,2025-11-20T19:00:00.000,2025-11-21T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Precolumbian, Cisne",Body Hack and Queer|Art join forces once more at Nowadays to celebrate a year of defiant love for queer and trans artists in NYC. ,https://ra.co/events/2266819,
2266804,"Dekmantel Nonstop: Blake Baxter, Doudou MD, Gabrielle Kwarteng, Ogazón, Sedef Adasï + more",2025-11-15T00:00:00.000,2025-11-15T22:00:00.000,2025-11-16T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Lovie, Doudou MD, Gabrielle Kwarteng, Colored Craig, DJ G., no service, Sedef Adasï, Blake Baxter, Ogazón",,https://ra.co/events/2266804,
2266786,Powder All Night,2025-11-14T00:00:00.000,2025-11-14T22:00:00.000,2025-11-15T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Powder,,https://ra.co/events/2266786,
2266816,"Conditioner: 7038634357, Battygyal b2b Swaya, Meth Math, umru b2b .cutspace, Rabit",2025-11-13T00:00:00.000,2025-11-13T22:00:00.000,2025-11-14T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","7038634357, Battygyal, Swaya, Meth Math, umru, Rabit",,https://ra.co/events/2266816,
2275809,Let's Dance Brooklyn x San Día: Halloween 'After Party' Boogie ,2025-11-08T00:00:00.000,2025-11-08T14:00:00.000,2025-11-08T19:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Ali Coleman, Bendito, Jeremy Giros",,https://ra.co/events/2275809,
2266796,"Animalia Nonstop: Command D, deep creep, Fart in the Club, K Wata, Konduku, livwutang, Pariah",2025-11-08T00:00:00.000,2025-11-08T22:00:00.000,2025-11-09T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","K Wata, Command D (1), Konduku, livwutang, Pariah, deep creep, DJ Fart in the Club, Kia (AU)",,https://ra.co/events/2266796,
2266784,Avalon Emerson All Night,2025-11-07T00:00:00.000,2025-11-07T22:00:00.000,2025-11-08T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Avalon Emerson,,https://ra.co/events/2266784,
2281274,Dripping x Unsound NY,2025-11-06T00:00:00.000,2025-11-06T21:00:00.000,2025-11-07T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Eiko Ishibashi, Keioui Keijaun Thomas, Mica Levi, Kilbourne, Relaxer, Leonce","A singular night of striking sonic exploration as legendary Polish experimental festival Unsound joins forces with the new guard of North American musical summer camps, Dripping.",https://ra.co/events/2281274,
2283240,"DSA-NYC presents: Club Zohran w/ Amelia Holt, JADALAREIGN, Justin Carter, Kim Anh, Toribio",2025-11-04T00:00:00.000,2025-11-04T20:00:00.000,2025-11-05T01:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Amelia Holt, Eamon Harkin, JADALAREIGN, Justin Carter, Kim Anh, Toribio",DSA-NYC hosts an election night boogie and  G.L.I.T.S fundraiser at Nowadays. Don't miss this lineup of local favourites celebrating Zohran Mamdani's historic mayoral campaign.,https://ra.co/events/2283240,
2291235,Bonus Mister Sunday Indoors: Helena Hauff and Eamon Harkin,2025-11-02T00:00:00.000,2025-11-02T15:00:00.000,2025-11-02T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Eamon Harkin, Helena Hauff",,https://ra.co/events/2291235,
2249017,"Nonstop Halloween: DJ Hell, Takaaki Itoh, Helena Hauff, Juliana Huxtable, Sharlese, Z@p + more",2025-10-31T00:00:00.000,2025-10-31T22:00:00.000,2025-11-02T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Solofan, MORENXXX, Shyboi, Juliana Huxtable, DJ Hell, Saia, Aurora Halal, Takaaki Itoh, Ron Like Hell, Sharlese, Z@p, Max Sprauer, Shvili, Ben UFO, Eamon Harkin, Helena Hauff","This Halloween Nonstop starts with beloved local nightlife figure Solofan, whose genre-expansive set will initiate a rhythmic and freaky 48-hour journey with the likes of DJ Hell, Helena Hauff, Sharlese and more.",https://ra.co/events/2249017,
2249008,"Body Hack: ARMANA KHAN b2b ARCHANGEL, CHRYSALIS, Cisne, Infinite Coles, PUNKAL0ID, SRI + more",2025-10-30T00:00:00.000,2025-10-30T20:00:00.000,2025-10-31T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","ARMANA KHAN, ARCHANGEL (US), CHRYSALIS, Cisne, Infinite Coles, SRI (1)",,https://ra.co/events/2249008,
2251129,Mister Sunday Season Closer: Eamon Harkin and Justin Carter,2025-10-26T00:00:00.000,2025-10-26T15:00:00.000,2025-10-26T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Justin Carter, Eamon Harkin",,https://ra.co/events/2251129,
2249015,"Nonstop: EscaFlowne, Junior M, MIRA MIRA, Regal86, RHR, Yazzus",2025-10-25T00:00:00.000,2025-10-25T22:00:00.000,2025-10-26T15:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","EscaFlowne, MIRA MIRA, Yazzus, Junior M (US), RHR, Regal86","EscaFlowne and MIRA MIRA set the tone for this Nonstop through their jacking, creative sonic explorations. ",https://ra.co/events/2249015,
2249003,Foundations: Ayesha & Mike Parker,2025-10-24T00:00:00.000,2025-10-24T22:00:00.000,2025-10-25T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Mike Parker, Ayesha",,https://ra.co/events/2249003,
2249007,"The Spectrum: ALEXIS DE LA ROSA, JOSELO b2b friedplatano, Manu Miran, Word of Command",2025-10-23T00:00:00.000,2025-10-23T21:00:00.000,2025-10-24T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","ALEXIS DE LA ROSA, JOSELO, friedplatano, Manu Miran, Word of Command, LAVY",,https://ra.co/events/2249007,
2251105,Mister Sunday: Marcel Dettmann and Justin Carter,2025-10-19T00:00:00.000,2025-10-19T15:00:00.000,2025-10-19T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Justin Carter, Marcel Dettmann",,https://ra.co/events/2251105,
2249006,We Finna 4evr: Our 4 Year Anniversary,2025-10-18T00:00:00.000,2025-10-18T14:00:00.000,2025-10-18T18:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",,,https://ra.co/events/2249006,
2249014,"Dripping Nonstop: Elena Colombi b2b Relaxer, Lena Willikens, Nidia b2b DJ Nigga Fox + more",2025-10-18T00:00:00.000,2025-10-18T22:00:00.000,2025-10-19T15:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Baby Leo, Deli Girls, Container, Nídia, DJ Nigga Fox, aka-Sol, Lena Willikens, Elena Colombi, Relaxer",,https://ra.co/events/2249014,
2249001,Residency Night: Honey Bun invites Angel D'lite & Introspekt,2025-10-17T00:00:00.000,2025-10-17T22:00:00.000,2025-10-18T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Honey Bun, Angel D'lite, Introspekt","This lineup is a dream. Angel D’lite's kalaeidoscopic club picks will keep you on your toes; Introspekt's dubstep-techno-UKG hybrids promises to elevate spirits; Honey Bun's house stylings will soothe and stimulate. All killer, no filler.",https://ra.co/events/2249001,
2249005,"NAFF & Nina present: Car Culture, Ian Kim Judd, J. Albert, livwutang, Purelink",2025-10-16T00:00:00.000,2025-10-16T22:00:00.000,2025-10-17T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Physical Therapy, Ian Kim Judd, J. Albert, livwutang, Purelink","Dynamic shapeshifter Physical Therapy takes the next step in his musical evolution, launching his Car Culture project's new album at Nowadays.",https://ra.co/events/2249005,
2251090,Mister Sunday Long Weekend Edition: Soul Summit Takeover,2025-10-12T00:00:00.000,2025-10-12T15:00:00.000,2025-10-12T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Soul Summit Music,,https://ra.co/events/2251090,
2276876,Sunday Night: San Día with Bendito & Jeremy Giros,2025-10-12T00:00:00.000,2025-10-12T21:00:00.000,2025-10-13T01:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Bendito, Jeremy Giros",,https://ra.co/events/2276876,
2249012,"Nonstop: Anthony Naples, Kilopatrah Jones, Sugar Free, Theo Parrish, Very J",2025-10-11T00:00:00.000,2025-10-11T22:00:00.000,2025-10-12T15:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Very J, Anthony Naples, Sugar Free, Kilopatrah Jones, Theo Parrish","From Theo Parrish to Kilopatrah Jones, this Nonstop features legends, contemporaries and rising stars in the rich evolution of house music.",https://ra.co/events/2249012,
2248999,CCL All Night,2025-10-10T00:00:00.000,2025-10-10T22:00:00.000,2025-10-11T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",CCL,,https://ra.co/events/2248999,
2251072,Mister Sunday: Justin Carter and Eamon Harkin,2025-10-05T00:00:00.000,2025-10-05T15:00:00.000,2025-10-05T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Eamon Harkin, Justin Carter",,https://ra.co/events/2251072,
2249010,"Nonstop: Binh, Coffintexts, deep creep, Satoshi Tomiie, Simisea, zi",2025-10-04T00:00:00.000,2025-10-04T22:00:00.000,2025-10-05T15:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Simisea, Coffintexts, zi!, deep creep, Binh, Satoshi Tomiie",,https://ra.co/events/2249010,
2248998,"Label Night: Earth Dog with adobeprincess, djfix, Ekkel, Jek",2025-10-03T00:00:00.000,2025-10-03T22:00:00.000,2025-10-04T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","adobeprincess, Jek (US), djfix, Ekkel",,https://ra.co/events/2248998,
2231131,Mister Sunday: Eamon Harkin All Day Long,2025-09-28T00:00:00.000,2025-09-28T15:00:00.000,2025-09-29T21:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Eamon Harkin,,https://ra.co/events/2231131,
2227822,"Nonstop: DJPT, DJ Python, JIALING, Mia Koden, Neffa-T, Swaya",2025-09-27T00:00:00.000,2025-09-27T22:00:00.000,2025-09-28T15:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Swaya, JIALING, Neffa-T, DJPT, Mia Koden, DJ Python",,https://ra.co/events/2227822,
2227814,Clarisa Kimskii All Night,2025-09-26T00:00:00.000,2025-09-26T22:00:00.000,2025-09-27T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Clarisa Kimskii,,https://ra.co/events/2227814,
